relative_path,class_name,source,bytes,sha256_file,sha256_pixels,phash64,width,height,format,mode,decode_ok,quality_flags,error
train/AAAA1.jpg,raspberry_pi_sbc,train,1145801,f349d5f65da9d0e4560ba5b607547dfe61f0ed6924f637f398575cc17508f7a2,de4872f6a413ca9ec88de271a5499445e64eb03869d3d83d57be99a23be27c74,e494c7e39963916c,1956,1982,JPEG,RGB,True,,
train/AAAA2.jpg,raspberry_pi_sbc,train,1129554,70652d187202dc1a6015b167777adf469f392513a32c93cdb7fb200ead8ff7e1,4c31a9e1a06688d4b978e2a6af47c91844d8da66cdd48349ce221494f1ecd298,e494c7e39963916c,1942,1976,JPEG,RGB,True,,
train/AAAA3.jpg,raspberry_pi_sbc,train,1100715,84868b3e15b40f97c56298016ea5b105f4ccb99bc24c309e26248aed49545f1b,2145e0456c0e6a2494d5596ba86661720b58fffe7cf138c5695f1e26e9999f85,e494c7e39963916c,1947,1974,JPEG,RGB,True,,
train/AAAA4.jpg,raspberry_pi_sbc,train,1134963,e66c08077c86396821351fc907891bd7ad308c673912d9f6972081e871cd1ae6,e42165692a5e00cd6e6f6e22526bb19e99883fc317e108d0b3281c3a855c0a02,e494c7e39963916c,1961,1972,JPEG,RGB,True,,
train/AAAB1.jpg,raspberry_pi_sbc,train,1636530,def5c876b4aae569289b59195eab29caf2b658af0176877c8011030433380ff1,df8250f509daf4cf1686a9dc45887e41c6ad6dd7c93f325a81b6ec7dc22fdaa1,e096c74b9963996c,2070,2343,JPEG,RGB,True,,
train/AAAB2.jpg,raspberry_pi_sbc,train,1549937,f58755a36a261eeebb838961579913a20697505564826165aabf87abb82f874f,b80931effb53541a6473d2ce844a5ee8538431bad07f4621d31a81abd0c78432,e094c74b9d63996c,2051,2338,JPEG,RGB,True,,
train/AAAB3.jpg,raspberry_pi_sbc,train,1528149,2de8fa8ea381820a42d48ecfb171d9254bb6f0d5af0f843aabb87e2e03d9c9d0,6e4ae93355dd60a11ad8d95bb0940e9befa5a5906bfc6bb2d3170660a2501dfc,e094c74b9d63996c,2051,2332,JPEG,RGB,True,,
train/AAAB4.jpg,raspberry_pi_sbc,train,1560541,b290289de3012ebd6b6219eb94c503fd4c035ddf35f0f1ee1c9d10af481450e2,048a91a918e59bd14272352d3acaf202d2fdde123b451ee8cf330707779c7f13,e096c74b9563996c,2058,2332,JPEG,RGB,True,,
train/AAAC1.jpg,raspberry_pi_sbc,train,2099064,418b2c01afe2501c60b01717a075a10a54ba4b2d56a58274a7a4569ef7d96916,50958c1f1caf788895d42f9d7b4e7b2164efa0ee7c20a80b944ca75319257f5b,f896c74a8569983d,2050,2830,JPEG,RGB,True,,
train/AAAC2.jpg,raspberry_pi_sbc,train,2183381,89aff7ed7620f73fa07285cdeab8c12a08c17782845283d85cc6f038291e2645,26e19dc527ff77f8873888a3a997b0a591da2ec7ca1d629810c00ecbcd6d1d4d,f896c74a8569983d,2053,2828,JPEG,RGB,True,,
train/AAAC3.jpg,raspberry_pi_sbc,train,2152144,f571b93bf896b5e5b4801124ea0b8a645e5c6299fb42ea9a1578850e63eb5636,2798cfd99eb6d7fe29c3b9c4e7f1acc934a08bc3f7083d753ba54b952859de3e,f896c74a8569983d,2056,2829,JPEG,RGB,True,,
train/AAAC4.jpg,raspberry_pi_sbc,train,2151080,b43099908433188d727f505a4237f6e58da4ac316c1f65c7e73ad5aff6bdd170,40049788163addf8ef68e6a0bc46fbfd38fc901e060b1704373abadd2382a751,f896c74a8569983d,2052,2829,JPEG,RGB,True,,
train/AAAD1.jpg,raspberry_pi_sbc,train,2684002,fcc604cb1d76ada5c9780a3c3d6d4922b7c73296a087befa2b44507966121695,9282019652bcd88f36437f3aa7061c019de70aa442318de1884139d5af0997a2,fb96c3c98c69982c,2438,2804,JPEG,RGB,True,,
train/AAAD2.jpg,raspberry_pi_sbc,train,2477580,4b08b6b657239d563bb529432cdd74476ecfe2aa494b561e6b90a205dc0688c9,7810222733066e63afbead63c2666e2b6afe3e7be599fc136edbdf90b8cfe7f0,fb96c7c38c61982c,2425,2809,JPEG,RGB,True,,
train/AAAD3.jpg,raspberry_pi_sbc,train,2552238,d5ea748d2c3557d6d9cde85f40ee649fce219cdb1f58edf96153eb4c54f9c6f4,8fadb1b1d41cb4f2ef46f898fc2dba5fbfb6956e2eb82dea14c8cc0b5bc78649,fb96c3c98c69982c,2419,2809,JPEG,RGB,True,,
train/AAAD4.jpg,raspberry_pi_sbc,train,2656115,39db9c9ba26eaa80928a953839806160398e1888ba22b965edca93d7a2dc5579,24d129fc845ad06278733e20be79ae2678bc885dada109339f4321adc89d31ea,fb96c3cb8c699824,2415,2809,JPEG,RGB,True,,
train/AAAE1.jpg,raspberry_pi_sbc,train,1694066,61563099046969356e25a32f3f3dd69e5284004b922520659413921d34df728a,71fdd1a7f0972347718a8d99a2364668f4c37abe18a954876dcde4254a72dfd8,a396874b982d9b36,2037,2365,JPEG,RGB,True,,
train/AAAE2.jpg,raspberry_pi_sbc,train,1658931,c619825ed894369f8a49c59146cb702a92d990e1a60a42175f5bc4d64ff53506,481ac00ce351ec934dba8418887249458798fcbeaafdfd7ce3060d0e5943c971,a39e874b982d9936,2023,2366,JPEG,RGB,True,,
train/AAAE3.jpg,raspberry_pi_sbc,train,1663582,9d28417e5652b162775ddb5f5c4ad6d4d7beb253d82060c04a9e53fa339d1339,8dc03f6b3b84bd8281d1b6b419448ba07cf621adb85a3e226d881a17a2896043,a31e874b982d9b36,2019,2362,JPEG,RGB,True,,
train/AAAE4.jpg,raspberry_pi_sbc,train,1707492,6c09ee3bb49e62c933a5c04f5647dc609c52119397113f44fbbddf851da1f22a,920d3e89f8f0c2818325e3d8f9b2137978baaa992adffb2b377efa9f7258f6dd,a31e874b982d9b36,2017,2363,JPEG,RGB,True,,
train/AABA1.jpg,raspberry_pi_sbc,train,1694749,3c1f8b208f6bd5e8a8f3310240981081ba7b48c31d2b45c5542ea47345989163,e4351b4c00e580ea0262d345a865d075f56d6606f8bd4109cd6002a8b3b395dd,ee94c6639163992d,2240,2281,JPEG,RGB,True,,
train/AABA2.jpg,raspberry_pi_sbc,train,1706547,ed5480d800cda81e6e8ae222ff5c54184794434fd5bf70191a04ceb31152c921,b7f00ee087d91b57ad21be1588304560acb95ef396f91b6e84ff1dc9b73db233,ee94c6639163992d,2234,2281,JPEG,RGB,True,,
train/AABA3.jpg,raspberry_pi_sbc,train,1700084,18a57ff88bc2a7df698c3b13d2f8853576c0eb011b628ebca529b4a464d0a607,ac1c22b9f6c8221e8eb42096396ab92bcb055f215b796a9d4c1605813d1724da,ee94c6639163992d,2232,2283,JPEG,RGB,True,,
train/AABA4.jpg,raspberry_pi_sbc,train,1664539,4a8edba9bcebbcf24cdcf47efea1e8e1cf82689a992b95c87961857073d5dbdf,eae243a21e1f33363166e662aae004ac8d82e29889e2f41de410ffa28412c943,ee94c6639163992d,2234,2287,JPEG,RGB,True,,
train/AABB1.jpg,raspberry_pi_sbc,train,1692041,0a30e7f7e9a22c3265fa1a2b4095eff998e3603cd2984fcc25c8961ca6556e59,b6a865bffd1e8ecdc2d6a043b92e71d29040fb3084d12362fb46c9127f2a13cb,ec9cc6439163916f,2148,2495,JPEG,RGB,True,,
train/AABB2.jpg,raspberry_pi_sbc,train,1718288,51085ec9cd3026c1944a29e336a2080a205f6497972913745dfaa88a69504c64,54ca562cbc30d7c3abbfd38d7a7d328aefbbf40b86a5f6a35ac6aacd63027cc3,ec9cc6439163916f,2141,2492,JPEG,RGB,True,,
train/AABB3.jpg,raspberry_pi_sbc,train,1691257,103687a0254fd5bcd7a95a7ac047b2180ae6d9768827f95e5b24ba232cadf603,3d84540f6b92459ee94c10cf55b00e62c4904df17900414179887dbd759462ae,ec9cc6c39163916b,2131,2488,JPEG,RGB,True,,
train/AABB4.jpg,raspberry_pi_sbc,train,1722488,ce7593ceef9e392004a6d9f505e383a0ede4364a1b66db7e181363408cfc98b3,e1896918d1aecfaaafdf6340099508d86fc7a7bb01c5b61b2acf87de4af78640,ec9cc6439163916f,2152,2494,JPEG,RGB,True,,
train/AABC1.jpg,raspberry_pi_sbc,train,2496382,a333841f7320b39355785098404f3b553a1b9cec86c2fb548d587a5ec7531837,85dac60f378cdc669fbcc203ded61fa84a6cda316935ebe2eb4cca44f9fa73ea,ec96c74a9561992d,2251,2813,JPEG,RGB,True,,
train/AABC2.jpg,raspberry_pi_sbc,train,2420285,46af799e894a4cad81e0d813881b1bbc2e2d10068d266264ae1df6db908fdab2,f784ea6059babf78982134032895c46ae50a27e6ad2e48b19dd3168c01d26f53,ee96874a9561992d,2258,2814,JPEG,RGB,True,,
train/AABC3.jpg,raspberry_pi_sbc,train,2464987,bf0aacbc3238ad21ea42ef3b75299d5dd38a6d7cb39bc7ce1c916f3abe4ac97e,480f38bd4be9dd2c121f8b431f7dba4c13b77b3687568e38932340d60b667cef,ee16d34a9561992d,2263,2814,JPEG,RGB,True,,
train/AABC4.jpg,raspberry_pi_sbc,train,2432063,55a1d79fa24289f48b162a1676404b1a0b9c2b0d3be3f6ca8865677bee37757f,2d138ee92785ef9c10472633a93173fd3c9b673c480a3de59cb95b65a990233c,ee16934a9569992d,2257,2816,JPEG,RGB,True,,
train/AABD1.jpg,raspberry_pi_sbc,train,2546079,b2d67b56803025ef0979d3d72922d4a913037b4eb6fa6efe0f8065f11755cc9b,a58802e7d9f6879891970588c05cd35d244cdff4b90d0806cfa19a1412f593b9,fc87d3ca91699838,2223,3138,JPEG,RGB,True,,
train/AABD2.jpg,raspberry_pi_sbc,train,2490015,2a742bc0d883b11b2cb719c30bfb77db4330e95bcbbd96ad2a561758cec7dfc9,f3495acd142f82fcb80ed0ab160e2a355fa43e611dd22c2d46617d9a1e0ebe1b,bc87d3ca91699a38,2208,3139,JPEG,RGB,True,,
train/AABD3.jpg,raspberry_pi_sbc,train,2490409,68bcd0c61baa8796f8f530814f2a56fd11f12e99ab128814ce9cea00e3565f13,01a6627d61625cf92df860f01fcc1dc174e265cae6c53a92daeb0bfadc917c2e,fc87d3ca91699838,2212,3139,JPEG,RGB,True,,
train/AABD4.jpg,raspberry_pi_sbc,train,2442288,bbce810aa4fb5320f0894ae72b06cb198927b9fefbd04527584c093a64814166,0b9223cb68d71cd13455b7eee392dd989af50c0535777b029f52070bc21de182,fc87d3ca91699838,2213,3137,JPEG,RGB,True,,
train/AABE1.jpg,raspberry_pi_sbc,train,1798809,b0c9edcb3e3617288562acc3ce7804519314266801315d2cda79f5fa5a6e7356,f10fa6daf439e0739a97b1465b68d844acd30abd00f60e18d1bc7d598dc51521,b99793489969cc3c,2121,2650,JPEG,RGB,True,,
train/AABE2.jpg,raspberry_pi_sbc,train,1834958,f82e8f2dc567edb8503d6fd7c339e295bb5d26ff95dbab7666a3454d5cb2c221,473110040280edf7fb29ad54319e1c00cccb7de55f895085ba1a2b9baf1a3101,bc97934a99698c3c,2082,2645,JPEG,RGB,True,,
train/AABE3.jpg,raspberry_pi_sbc,train,1810416,b508eb071ec014c9daa4476894f7f23071250438ee41bb1d74e762d92ffeff71,dd1cb1b64ea90ae1262804006b934d396d194a98282a7a7e19823fd4b8bf65d7,bc97934a99698c3c,2076,2648,JPEG,RGB,True,,
train/AABE4.jpg,raspberry_pi_sbc,train,1810138,7338841e82216f859a8ce5f4c6319677b2e477cf3d908990d2a37c361df02cdb,04e763264973b7f98e20321f3295bb2ca66a9de323ca2f71fb5c45826e5654be,bc97934a99698c3c,2080,2651,JPEG,RGB,True,,
train/AACA1.jpg,raspberry_pi_sbc,train,1410293,fda886752f866fefc1dbae7bdd1b0bba5f1f658379816775354f1640a4261ca1,452bf6385af3aa08b1b32adcbe228957a3d003d60f9a1db6e305c94671166f92,e99c87c2906b9c3b,1928,2268,JPEG,RGB,True,,
train/AACA2.jpg,raspberry_pi_sbc,train,1427028,b2a3470e9e3e3d3139cef6ce77002b192c1f8e8d2bbdd2b2bc40e00b33071378,98d1b10c333015514921ffb4ec89f4f434ed049080ef5e858a91267ed27c5c4f,e99c87c2906b9c3b,1914,2265,JPEG,RGB,True,,
train/AACA3.jpg,raspberry_pi_sbc,train,1371365,106c32983d3dbe8d15bb33bf40226bec01201988448ced0d5fcaf8ef867a6300,1f80da5bd11d1925a68523b7ffc2bfd9c620d6fe0331b3b6c2ce9a32a859ab74,e99d87c290639c3b,1905,2264,JPEG,RGB,True,,
train/AACA4.jpg,raspberry_pi_sbc,train,1401936,3d75cf0264ea8b0c80b4ee7aec626a5940d27ba11d1bf38542a2d97be142b60a,9215dbf1769bc4acee3d10100c4ab8d0919ab72cb22502d70347bf16909fb97f,e99c87c2906b9c3b,1916,2265,JPEG,RGB,True,,
train/AACB1.jpg,raspberry_pi_sbc,train,1910169,18f4d9c6baab49d497e263662db833f1b3e55db1ed9b23c763f8ebabe5a9b688,52cc161b72da8fc6c8e8322eeb902f75023f4060f28eaddb058c61e7612b0196,e994c7c2916b9c69,2129,2665,JPEG,RGB,True,,
train/AACB2.jpg,raspberry_pi_sbc,train,1865302,0153ff2bf1e050dbe537412bc2218f40ab00ea33c1590559965af76bad71d5ca,e9927e5919c4dfbe38af56ccc867d1199cc81953e6bd12b4851fc0ba2e1e9795,e99587c2916b9c69,2104,2666,JPEG,RGB,True,,
train/AACB3.jpg,raspberry_pi_sbc,train,2103129,887b5598e8f171c098980d07fe5eff8588659fc9c2b6e454ae7d65495d771262,52f020c7a2946ac0601d9caba856463b98d8d601b20f2f37bd96ff2cb2348318,e99587c2916b9c69,2095,2663,JPEG,RGB,True,,
train/AACB4.jpg,raspberry_pi_sbc,train,2025141,1136d223b91a79238b584a3e47d3c65e13e8ab23cbacfc30ebd7704825bb8b0d,7baab6a311001daf828bd32cd0760357f1b6afdf2770c8f99db4b7c1c246f72f,e994c7c2916b9c69,2125,2663,JPEG,RGB,True,,
train/AACC1.jpg,raspberry_pi_sbc,train,2425459,7bd82bd6800f2ae387e756294474046f6d97d758511b4e8c1eea71f4427ab828,b874e1c35943671aae129074c3281de824316170bcd351469b908b0c978b95e6,ec97c3c291699c69,2067,2795,JPEG,RGB,True,,
train/AACC2.jpg,raspberry_pi_sbc,train,2400737,2f51852525a691c3dd3e57868b6401d8dd08ee1a99db003ddfa0bb9cf6bbdf65,51bd01d8563c851c3308b63956e385ce95ea23688df42d76030443a6fa75f7b7,fc97c3cac1698869,2080,2788,JPEG,RGB,True,,
train/AACC3.jpg,raspberry_pi_sbc,train,2228185,7077b387bcdd135c34405792713b2a95fdec9fbd3640d1d9fb9817aa76f532fd,6cb6935a2487ac79aec45c63c59e3367a0767d0e6dc28f678a5987c4776ae5af,fc97c3c291699869,2081,2791,JPEG,RGB,True,,
train/AACC4.jpg,raspberry_pi_sbc,train,2320747,237ce558c8133feabdd47acf6c2d0b079e6f8c96fde0e10880c16f96939881ac,8df6b08c554114747869bf0a4497b783fa329b22ab235e73efacd363d5aca53b,fc97c3c291699869,2056,2787,JPEG,RGB,True,,
train/AACD1.jpg,raspberry_pi_sbc,train,2085423,d399837cce8ef8e347fe9a7e060162a43ff1705f76d5a4db266aba1850c1b595,04b5f785355e2161ba3028ba8c608760e035a144ada11d4951b127c8e1cb3f52,f996c34899699c2d,2210,2765,JPEG,RGB,True,,
train/AACD2.jpg,raspberry_pi_sbc,train,2020043,edc5bd76c43753a2f67a489657d76e94ead388bac60d66d356cb4bbdd4363d1c,6109740e83218c6773d5cb097a38f03b37e64191997c32298e0ceca1971b5591,f996c34899699c2d,2188,2756,JPEG,RGB,True,,
train/AACD3.jpg,raspberry_pi_sbc,train,1982996,8312c1a691a8cecb25ef1decf0b030d73d164a7f2ec7ba5e0ebd8bce90ba480e,8bbb231c38943f72b1e8b4495b45a1c5a3eab6a5f98da37c6d52e47444d74749,f996c34899699c2d,2172,2751,JPEG,RGB,True,,
train/AACD4.jpg,raspberry_pi_sbc,train,1992550,91e7d2ac8f7b89a3a76fd502d0c3c06dd844fd27fab5f5a7c66df9a9bc947b1e,5962fb294afc41f6035e0509bd571b9331d82e2367982a083f77e16b744f6e85,f996c34899699c2d,2177,2751,JPEG,RGB,True,,
train/AACE1.jpg,raspberry_pi_sbc,train,1710539,d3d87ab81b7c399f5238d15ec2e13e9dcd4967d3c32b660df19d20682b8c89fa,8bdeb8f2964d1054b776237791117d506160533decb7aacc765b780efe9d55c5,b996d34899699c3c,2063,2449,JPEG,RGB,True,,
train/AACE2.jpg,raspberry_pi_sbc,train,1688117,d1b1646316a5d6eed9cc9ae310644760a1231b08fdc3899f540d198fb3cc4312,6a78614074c5a9f2e426b4d75117cf244bf3c710df86fb75cb8e39e484da5a87,b996d34899699c3c,2041,2445,JPEG,RGB,True,,
